"DTI_CL_ANO","Año","DTI_CL_CUT_2010","Región Provincia Comuna","Value","Flag Codes","Flags"
"2018","2018","13603","Isla de Maipo",3275.22484,,
"2018","2018","13604","Padre Hurtado",51643.91912,,
"2018","2018","13605","Peñaflor",24840.43267,,
"2018","2018","16101","Chillán",149638.44803,,
"2018","2018","16102","Bulnes",5.99082502,,
"2018","2018","16103","Chillán Viejo",16978.432,,
"2018","2018","16107","Quillón",3.5090029208,,
"2018","2018","16202","Cobquecura",1.4589113132,,
"2018","2018","16203","Coelemu",36.01271,,
"2018","2018","16204","Ninhue",2.9419024732,,
"2018","2018","16205","Portezuelo",9.2950070542,,
"2018","2018","16206","Ranquil",34.12284,,
"2018","2018","16207","Treguaco",19.81076,,
"2019","2019","15101","Arica",137634.49927,,
"2019","2019","01101","Iquique",263244.60449,,
"2019","2019","01107","Alto Hospicio",66634.24722,,
"2019","2019","02101","Antofagasta",368433.24663,,
"2019","2019","02201","Calama",74043.90719,,
"2019","2019","03101","Copiapó",136301.57647,,
"2019","2019","04101","La Serena",291727.52114,,
"2019","2019","04102","Coquimbo",228879.59648,,
"2019","2019","04301","Ovalle",32405.40744,,
"2019","2019","05101","Valparaíso",329704.33027,,
"2019","2019","05102","Casablanca",4248.78827,,
"2019","2019","05103","Concón",87299.75792,,
"2019","2019","05107","Quintero",12933.61842,,
"2019","2019","05109","Viña del Mar",491870.84265,,
"2019","2019","05301","Los Andes",111084.862087,,
"2019","2019","05501","Quillota",12219.84647,,
"2019","2019","05601","San Antonio",138492.95529,,
"2019","2019","05701","San Felipe",79357.7054026,,
"2019","2019","05801","Quilpué",151015.30078,,
"2019","2019","05802","Limache",25426.83063,,
"2019","2019","05804","Villa Alemana",124563.33325,,
"2019","2019","06101","Rancagua",228161.3535,,
"2019","2019","06105","Doñihue",164.90756,,
"2019","2019","06106","Graneros",4894.01692,,
"2019","2019","06108","Machalí",47926.28727,,
"2019","2019","06110","Mostazal",250.51196,,
"2019","2019","06111","Olivar",2645.48007,,
"2019","2019","06115","Rengo",155.0439,,
"2019","2019","06116","Requínoa",1468.38019,,
"2019","2019","06301","San Fernando",96446.0100613,,
"2019","2019","07101","Talca",179740.57232,,
"2019","2019","07105","Maule",3539.64428,,
"2019","2019","07301","Curicó",46777.72801,,
"2019","2019","07306","Romeral",1913.73228,,
"2019","2019","07401","Linares",29003.73883,,
"2019","2019","08101","Concepción",278777.49706,,
"2019","2019","08102","Coronel",159221.39748,,
"2019","2019","08103","Chiguayante",74082.0051,,
"2019","2019","08104","Florida",58.66952,,
"2019","2019","08105","Hualqui",6912.80659,,
"2019","2019","08106","Lota",17342.07614,,
"2019","2019","08107","Penco",69666.49537,,
"2019","2019","08108","San Pedro de la Paz",229133.46391,,
"2019","2019","08109","Santa Juana",43.06262,,
"2019","2019","08110","Talcahuano",216555.11152,,
"2019","2019","08111","Tomé",32718.13505,,
"2019","2019","08112","Hualpén",95125.9579,,
"2019","2019","08202","Arauco",113.2056,,
"2019","2019","08301","Los Ángeles",128654.04736,,
"2019","2019","08306","Nacimiento",3.59605,,
"2019","2019","08310","San Rosendo",5.04434,,
"2019","2019","08313","Yumbel",23.01842,,
"2019","2019","09101","Temuco",299394.54408,,
"2019","2019","09112","Padre Las Casas",27709.95995,,
"2019","2019","09119","Vilcún",3397.0394,,
"2019","2019","09201","Angol",15980.0714,,
"2019","2019","14101","Valdivia",86088.50605,,
"2019","2019","10101","Puerto Montt",135563.33556,,
"2019","2019","10301","Osorno",111966.99175,,
"2019","2019","11101","Coyhaique",92909.6505675,,
"2019","2019","12101","Punta Arenas",80799.78207,,
"2019","2019","13101","Santiago",529827.69895,,
"2019","2019","13102","Cerrillos",181463.17467,,
"2019","2019","13103","Cerro Navia",46091.045594,,
"2019","2019","13104","Conchalí",128485.09383,,
"2019","2019","13105","El Bosque",59930.83543,,
"2019","2019","13106","Estación Central",177029.00941,,
"2019","2019","13107","Huechuraba",157412.7934,,
"2019","2019","13108","Independencia",130762.9515,,
"2019","2019","13109","La Cisterna",121178.97996,,
"2019","2019","13110","La Florida",369790.31695,,
"2019","2019","13111","La Granja",141056.72327,,
"2019","2019","13112","La Pintana",124585.62639,,
"2019","2019","13113","La Reina",124607.99009,,
"2019","2019","13114","Las Condes",397212.52184,,
"2019","2019","13115","Lo Barnechea",98198.7787,,
"2019","2019","13116","Lo Espejo",80215.21883,,
"2019","2019","13117","Lo Prado",59436.49878,,
"2019","2019","13118","Macul",151091.906885,,
"2019","2019","13119","Maipú",385930.69121,,
"2019","2019","13120","Ñuñoa",227384.08515,,
"2019","2019","13121","Pedro Aguirre Cerda",64616.01907,,
"2019","2019","13122","Peñalolén",149714.66977,,
"2019","2019","13123","Providencia",347459.00875,,
"2019","2019","13124","Pudahuel",242891.77077,,
"2019","2019","13125","Quilicura",299825.34109,,
"2019","2019","13126","Quinta Normal",145222.30459,,
"2019","2019","13127","Recoleta",142837.17077,,
"2019","2019","13128","Renca",203404.08913,,
"2019","2019","13129","San Joaquín",87294.35358,,
"2019","2019","13130","San Miguel",118156.57501,,
"2019","2019","13131","San Ramón",58318.15183,,
"2019","2019","13132","Vitacura",249401.49962,,
"2019","2019","13201","Puente Alto",358609.92124,,
"2019","2019","13202","Pirque",23933.31355,,
"2019","2019","13203","San José de Maipo",15296.62299,,
"2019","2019","13301","Colina",279192.59045,,
"2019","2019","13302","Lampa",163712.35581,,
"2019","2019","13303","Tiltil",85816.53429,,
"2019","2019","13401","San Bernardo",302883.32381,,
"2019","2019","13402","Buin",102904.03896,,
"2019","2019","13403","Calera de Tango",42772.82999,,
"2019","2019","13404","Paine",71131.11472,,
"2019","2019","13501","Melipilla",29255.82948,,
"2019","2019","13503","Curacaví",74.35064,,
"2019","2019","13601","Talagante",65313.69272,,
"2019","2019","13602","El Monte",27479.9235,,
"2019","2019","13603","Isla de Maipo",3206.14325,,
"2019","2019","13604","Padre Hurtado",45280.06636,,
"2019","2019","13605","Peñaflor",25622.55274,,
"2019","2019","16101","Chillán",178715.71422,,
"2019","2019","16102","Bulnes",0.73355356,,
"2019","2019","16103","Chillán Viejo",20135.64925,,
"2019","2019","16107","Quillón",0.42500205,,
"2019","2019","16202","Cobquecura",1.55643781,,
"2019","2019","16203","Coelemu",38.76613,,
"2019","2019","16204","Ninhue",3.13074,,
"2019","2019","16205","Portezuelo",10.08852,,
"2019","2019","16206","Ranquil",37.54285,,
"2019","2019","16207","Treguaco",21.42578,,
"2020","2020","15101","Arica",104987.36299,,
"2020","2020","01101","Iquique",212502.4072,,
"2020","2020","01107","Alto Hospicio",55349.57881,,
"2020","2020","02101","Antofagasta",312814.52411,,
"2020","2020","02201","Calama",64109.96828,,
"2020","2020","03101","Copiapó",123553.12803,,
"2020","2020","04101","La Serena",308433.53349,,
"2020","2020","04102","Coquimbo",228193.54027,,
"2020","2020","04301","Ovalle",28096.14265,,
"2020","2020","05101","Valparaíso",281493.38182,,
"2020","2020","05102","Casablanca",3783.65194,,
"2020","2020","05103","Concón",77949.59507,,
"2020","2020","05107","Quintero",11101.41308,,
"2020","2020","05109","Viña del Mar",430259.48497,,
"2020","2020","05301","Los Andes",97221.381653513,,
"2020","2020","05501","Quillota",10776.06562,,
"2020","2020","05601","San Antonio",144568.781482114,,
"2020","2020","05701","San Felipe",74142.266473577,,
"2020","2020","05801","Quilpué",137473.38313,,
"2020","2020","05802","Limache",22476.9973,,
"2020","2020","05804","Villa Alemana",103011.9015,,
"2020","2020","06101","Rancagua",197535.79427,,
"2020","2020","06105","Doñihue",140.47923,,
"2020","2020","06106","Graneros",4150.76854,,
"2020","2020","06108","Machalí",40507.43803,,
"2020","2020","06110","Mostazal",212.92647,,
"2020","2020","06111","Olivar",2258.73741,,
"2020","2020","06115","Rengo",132.10118,,
"2020","2020","06116","Requínoa",1251.12908,,
"2020","2020","06301","San Fernando",95005.781253902,,
"2020","2020","07101","Talca",107248.63397,,
"2020","2020","07105","Maule",3063.56387,,
"2020","2020","07301","Curicó",40496.14554,,
"2020","2020","07306","Romeral",1673.92677,,
"2020","2020","07401","Linares",24644.37615,,
"2020","2020","08101","Concepción",249029.13837,,
"2020","2020","08102","Coronel",144307.92804,,
"2020","2020","08103","Chiguayante",64944.05042,,
"2020","2020","08104","Florida",50.9428,,
"2020","2020","08105","Hualqui",6142.08579,,
"2020","2020","08106","Lota",14844.29252,,
"2020","2020","08107","Penco",61237.7311,,
"2020","2020","08108","San Pedro de la Paz",218229.70731,,
"2020","2020","08109","Santa Juana",33.4261,,
"2020","2020","08110","Talcahuano",198593.87177,,
"2020","2020","08111","Tomé",28946.2667,,
"2020","2020","08112","Hualpén",85750.43915,,
"2020","2020","08202","Arauco",86.78551,,
"2020","2020","08306","Nacimiento",2.98562833,,
"2020","2020","08310","San Rosendo",4.09727,,
"2020","2020","08313","Yumbel",19.72319,,
"2020","2020","09101","Temuco",256726.16542,,
"2020","2020","09112","Padre Las Casas",23963.68721,,
"2020","2020","09119","Vilcún",2827.23308,,
"2020","2020","09201","Angol",12094.11752,,
"2020","2020","14101","Valdivia",71005.18485,,
"2020","2020","10101","Puerto Montt",120397.1361,,
"2020","2020","10301","Osorno",99537.83388,,
"2020","2020","11101","Coyhaique",91150.11156994,,
"2020","2020","12101","Punta Arenas",56627.8213,,
"2020","2020","13101","Santiago",408487.12674,,
"2020","2020","13102","Cerrillos",148681.40864,,
"2020","2020","13103","Cerro Navia",35523.86713352,,
"2020","2020","13104","Conchalí",105521.79226,,
"2020","2020","13105","El Bosque",46425.07548,,
"2020","2020","13106","Estación Central",141506.37536,,
"2020","2020","13107","Huechuraba",125632.52556,,
"2020","2020","13108","Independencia",103518.21875,,
"2020","2020","13109","La Cisterna",95806.03954,,
"2020","2020","13110","La Florida",293073.57239,,
"2020","2020","13111","La Granja",110419.07422,,
"2020","2020","13112","La Pintana",97035.37432,,
"2020","2020","13113","La Reina",98525.2234,,
"2020","2020","13114","Las Condes",314944.5276,,
"2020","2020","13115","Lo Barnechea",87169.4621,,
"2020","2020","13116","Lo Espejo",65236.61573,,
"2020","2020","13117","Lo Prado",45836.61407,,
"2020","2020","13118","Macul",119032.88393365,,
"2020","2020","13119","Maipú",307173.51627,,
"2020","2020","13120","Ñuñoa",176378.13619,,
"2020","2020","13121","Pedro Aguirre Cerda",50526.83795,,
"2020","2020","13122","Peñalolén",118152.44463722,,
"2020","2020","13123","Providencia",275820.39741,,
"2020","2020","13124","Pudahuel",201307.31594,,
"2020","2020","13125","Quilicura",251110.63205,,
"2020","2020","13126","Quinta Normal",115591.72585,,
"2020","2020","13127","Recoleta",111757.46533,,
"2020","2020","13128","Renca",171291.54763,,
"2020","2020","13129","San Joaquín",68546.43476,,
"2020","2020","13130","San Miguel",92492.10247,,
"2020","2020","13131","San Ramón",46439.13096,,
"2020","2020","13132","Vitacura",205947.57991,,
"2020","2020","13201","Puente Alto",278623.35572,,
"2020","2020","13202","Pirque",19446.17405,,
"2020","2020","13203","San José de Maipo",11989.82077,,
"2020","2020","13301","Colina",232847.96894,,
"2020","2020","13302","Lampa",136055.02171,,
"2020","2020","13303","Tiltil",67929.0375,,
"2020","2020","13401","San Bernardo",237321.73704,,
"2020","2020","13402","Buin",82864.44445,,
"2020","2020","13403","Calera de Tango",33560.05921,,
"2020","2020","13404","Paine",56140.59909,,
"2020","2020","13501","Melipilla",23143.03828,,
"2020","2020","13503","Curacaví",58.23015,,
"2020","2020","13601","Talagante",51363.54706,,
"2020","2020","13602","El Monte",21834.10274,,
"2020","2020","13603","Isla de Maipo",2574.50126,,
"2020","2020","13604","Padre Hurtado",35357.62503,,
"2020","2020","13605","Peñaflor",20452.49664,,
"2020","2020","16101","Chillán",162117.87409,,
"2020","2020","16102","Bulnes",6.13633,,
"2020","2020","16103","Chillán Viejo",17999.46182,,
"2020","2020","16107","Quillón",3.59361,,
"2020","2020","16202","Cobquecura",1.29310524,,
"2020","2020","16203","Coelemu",31.84566,,
"2020","2020","16204","Ninhue",2.56932,,
"2020","2020","16205","Portezuelo",8.16499,,
"2020","2020","16206","Ranquil",30.16295,,
"2020","2020","16207","Treguaco",17.62112,,
"2021","2021","15101","Arica",172418.383612303,,
"2021","2021","01101","Iquique",298338.658300842,,
"2021","2021","01107","Alto Hospicio",82587.051196878,,
"2021","2021","02101","Antofagasta",449309.290860238,,
"2021","2021","02201","Calama",111880.178501477,,
"2021","2021","04101","La Serena",353674.250044303,,
"2021","2021","04102","Coquimbo",264370.259639045,,
"2021","2021","04301","Ovalle",45779.32348682,,
"2021","2021","05107","Quintero",12108.116546554,,
"2021","2021","05109","Viña del Mar",584233.879179852,,
"2021","2021","05301","Los Andes",66677.30161638,,
"2021","2021","05601","San Antonio",93035.731832277,,
"2021","2021","05701","San Felipe",68313.111565721,,
"2021","2021","05802","Limache",11310.115881964,,
"2021","2021","05804","Villa Alemana",132288.145023028,,
"2021","2021","06101","Rancagua",310148.529914592,,
"2021","2021","06111","Olivar",28478.031678779,,
"2021","2021","06301","San Fernando",90998.499298013,,
"2021","2021","07101","Talca",224595.381519808,,
"2021","2021","07105","Maule",2088.596214049,,
"2021","2021","07306","Romeral",1032.218404279,,
"2021","2021","07401","Linares",70427.40026594,,
"2021","2021","08102","Coronel",213092.580149457,,
"2021","2021","08103","Chiguayante",125185.235584514,,
"2021","2021","08105","Hualqui",13350.247255699,,
"2021","2021","08106","Lota",24521.722448832,,
"2021","2021","08107","Penco",125117.793947069,,
"2021","2021","08108","San Pedro de la Paz",299271.871104875,,
"2021","2021","08110","Talcahuano",366715.626865906,,
"2021","2021","09101","Temuco",330977.628143732,,
"2021","2021","09201","Angol",24608.775704375,,
"2021","2021","14101","Valdivia",119445.35278531,,
"2021","2021","10101","Puerto Montt",193642.30452347,,
"2021","2021","10301","Osorno",151186.503996734,,
"2021","2021","11101","Coyhaique",92199.008418759,,
"2021","2021","12101","Punta Arenas",141322.313368367,,
"2021","2021","13101","Santiago",477584.581894695,,
"2021","2021","13102","Cerrillos",175193.374844346,,
"2021","2021","13103","Cerro Navia",45923.864339482,,
"2021","2021","13105","El Bosque",69812.889248432,,
"2021","2021","13107","Huechuraba",145963.856699601,,
"2021","2021","13108","Independencia",139715.347786423,,
"2021","2021","13109","La Cisterna",117109.245451595,,
"2021","2021","13110","La Florida",384766.478170399,,
"2021","2021","13111","La Granja",148131.54091723,,
"2021","2021","13112","La Pintana",136792.789539319,,
"2021","2021","13113","La Reina",124931.575326787,,
"2021","2021","13114","Las Condes",375262.733174112,,
"2021","2021","13115","Lo Barnechea",94398.0487696,,
"2021","2021","13116","Lo Espejo",81717.468891927,,
"2021","2021","13117","Lo Prado",61540.558243056,,
"2021","2021","13118","Macul",153298.77534734,,
"2021","2021","13120","Ñuñoa",227119.92546032,,
"2021","2021","13121","Pedro Aguirre Cerda",62443.00958697,,
"2021","2021","13123","Providencia",297949.13919524,,
"2021","2021","13124","Pudahuel",252470.1553902,,
"2021","2021","13125","Quilicura",326743.940669046,,
"2021","2021","13126","Quinta Normal",136336.874654595,,
"2021","2021","13127","Recoleta",137197.845336334,,
"2021","2021","13128","Renca",199826.612392391,,
"2021","2021","13130","San Miguel",130477.949927437,,
"2021","2021","13132","Vitacura",242478.351990623,,
"2021","2021","13201","Puente Alto",442744.657634936,,
"2021","2021","13202","Pirque",30815.07682111,,
"2021","2021","13301","Colina",309766.278730932,,
"2021","2021","13302","Lampa",205797.02598049,,
"2021","2021","13303","Tiltil",89198.691305702,,
"2021","2021","13401","San Bernardo",328739.743121759,,
"2021","2021","13402","Buin",85954.856597554,,
"2021","2021","13403","Calera de Tango",45199.267298095,,
"2021","2021","13404","Paine",58389.747057309,,
"2021","2021","13601","Talagante",145451.224568407,,
"2021","2021","13603","Isla de Maipo",5438.40757169,,
"2021","2021","13604","Padre Hurtado",46328.370850387,,
"2021","2021","13605","Peñaflor",40565.253859318,,
